STATISTIC,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2021 September,Secondhand Motor Cycles,274
Vehicles Licensed for the First Time,2021 October,All Vehicles,13445
Vehicles Licensed for the First Time,2021 October,New Vehicles,7239
Vehicles Licensed for the First Time,2021 October,New Private Cars,3882
Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,2550
Vehicles Licensed for the First Time,2021 October,New Tractors,163
Vehicles Licensed for the First Time,2021 October,New Motor Cycles,192
Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,295
Vehicles Licensed for the First Time,2021 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",157
Vehicles Licensed for the First Time,2021 October,Secondhand Vehicles,6206
Vehicles Licensed for the First Time,2021 October,Secondhand Private Cars,4506
Vehicles Licensed for the First Time,2021 October,Secondhand Goods Vehicles,814
Vehicles Licensed for the First Time,2021 October,Secondhand Tractors,204
Vehicles Licensed for the First Time,2021 October,Secondhand Other Vehicles,466
Vehicles Licensed for the First Time,2021 October,Secondhand Motor Cycles,216
Vehicles Licensed for the First Time,2021 November,All Vehicles,10476
Vehicles Licensed for the First Time,2021 November,New Vehicles,4437
Vehicles Licensed for the First Time,2021 November,New Private Cars,2167
Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,1701
Vehicles Licensed for the First Time,2021 November,New Tractors,131
Vehicles Licensed for the First Time,2021 November,New Motor Cycles,124
Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,161
Vehicles Licensed for the First Time,2021 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",153
Vehicles Licensed for the First Time,2021 November,Secondhand Vehicles,6039
Vehicles Licensed for the First Time,2021 November,Secondhand Private Cars,4324
Vehicles Licensed for the First Time,2021 November,Secondhand Goods Vehicles,778
Vehicles Licensed for the First Time,2021 November,Secondhand Tractors,218
Vehicles Licensed for the First Time,2021 November,Secondhand Other Vehicles,493
Vehicles Licensed for the First Time,2021 November,Secondhand Motor Cycles,226
Vehicles Licensed for the First Time,2021 December,All Vehicles,6410
Vehicles Licensed for the First Time,2021 December,New Vehicles,1788
Vehicles Licensed for the First Time,2021 December,New Private Cars,832
Vehicles Licensed for the First Time,2021 December,New Goods Vehicles,697
Vehicles Licensed for the First Time,2021 December,New Tractors,86
Vehicles Licensed for the First Time,2021 December,New Motor Cycles,55
Vehicles Licensed for the First Time,2021 December,New Exempt Vehicles,53
Vehicles Licensed for the First Time,2021 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",65
Vehicles Licensed for the First Time,2021 December,Secondhand Vehicles,4622
Vehicles Licensed for the First Time,2021 December,Secondhand Private Cars,3385
Vehicles Licensed for the First Time,2021 December,Secondhand Goods Vehicles,580
Vehicles Licensed for the First Time,2021 December,Secondhand Tractors,196
Vehicles Licensed for the First Time,2021 December,Secondhand Other Vehicles,332
Vehicles Licensed for the First Time,2021 December,Secondhand Motor Cycles,129
Vehicles Licensed for the First Time,2022 January,All Vehicles,23779
Vehicles Licensed for the First Time,2022 January,New Vehicles,18706
Vehicles Licensed for the First Time,2022 January,New Private Cars,15814
Vehicles Licensed for the First Time,2022 January,New Goods Vehicles,1728
Vehicles Licensed for the First Time,2022 January,New Tractors,252
Vehicles Licensed for the First Time,2022 January,New Motor Cycles,274
Vehicles Licensed for the First Time,2022 January,New Exempt Vehicles,518
Vehicles Licensed for the First Time,2022 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",120
Vehicles Licensed for the First Time,2022 January,Secondhand Vehicles,5073
Vehicles Licensed for the First Time,2022 January,Secondhand Private Cars,3686
Vehicles Licensed for the First Time,2022 January,Secondhand Goods Vehicles,640
Vehicles Licensed for the First Time,2022 January,Secondhand Tractors,193
Vehicles Licensed for the First Time,2022 January,Secondhand Other Vehicles,362
Vehicles Licensed for the First Time,2022 January,Secondhand Motor Cycles,192
Vehicles Licensed for the First Time,2022 February,All Vehicles,23162
Vehicles Licensed for the First Time,2022 February,New Vehicles,17638
Vehicles Licensed for the First Time,2022 February,New Private Cars,13643
Vehicles Licensed for the First Time,2022 February,New Goods Vehicles,2717
Vehicles Licensed for the First Time,2022 February,New Tractors,232
Vehicles Licensed for the First Time,2022 February,New Motor Cycles,294
Vehicles Licensed for the First Time,2022 February,New Exempt Vehicles,611
Vehicles Licensed for the First Time,2022 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",141
Vehicles Licensed for the First Time,2022 February,Secondhand Vehicles,5524
Vehicles Licensed for the First Time,2022 February,Secondhand Private Cars,3929
Vehicles Licensed for the First Time,2022 February,Secondhand Goods Vehicles,711
Vehicles Licensed for the First Time,2022 February,Secondhand Tractors,233
Vehicles Licensed for the First Time,2022 February,Secondhand Other Vehicles,452
Vehicles Licensed for the First Time,2022 February,Secondhand Motor Cycles,199
Vehicles Licensed for the First Time,2022 March,All Vehicles,21144
Vehicles Licensed for the First Time,2022 March,New Vehicles,15585
Vehicles Licensed for the First Time,2022 March,New Private Cars,11872
Vehicles Licensed for the First Time,2022 March,New Goods Vehicles,2410
Vehicles Licensed for the First Time,2022 March,New Tractors,244
Vehicles Licensed for the First Time,2022 March,New Motor Cycles,310
Vehicles Licensed for the First Time,2022 March,New Exempt Vehicles,601
Vehicles Licensed for the First Time,2022 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",148
Vehicles Licensed for the First Time,2022 March,Secondhand Vehicles,5559
Vehicles Licensed for the First Time,2022 March,Secondhand Private Cars,3902
Vehicles Licensed for the First Time,2022 March,Secondhand Goods Vehicles,747
Vehicles Licensed for the First Time,2022 March,Secondhand Tractors,203
Vehicles Licensed for the First Time,2022 March,Secondhand Other Vehicles,448
Vehicles Licensed for the First Time,2022 March,Secondhand Motor Cycles,259
Vehicles Licensed for the First Time,2022 April,All Vehicles,18434
Vehicles Licensed for the First Time,2022 April,New Vehicles,13033
Vehicles Licensed for the First Time,2022 April,New Private Cars,10045
Vehicles Licensed for the First Time,2022 April,New Goods Vehicles,1851
Vehicles Licensed for the First Time,2022 April,New Tractors,205
Vehicles Licensed for the First Time,2022 April,New Motor Cycles,265
Vehicles Licensed for the First Time,2022 April,New Exempt Vehicles,503
Vehicles Licensed for the First Time,2022 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",164
Vehicles Licensed for the First Time,2022 April,Secondhand Vehicles,5401
Vehicles Licensed for the First Time,2022 April,Secondhand Private Cars,3770
Vehicles Licensed for the First Time,2022 April,Secondhand Goods Vehicles,655
Vehicles Licensed for the First Time,2022 April,Secondhand Tractors,177
Vehicles Licensed for the First Time,2022 April,Secondhand Other Vehicles,471
Vehicles Licensed for the First Time,2022 April,Secondhand Motor Cycles,328
Vehicles Licensed for the First Time,2022 May,All Vehicles,16376
Vehicles Licensed for the First Time,2022 May,New Vehicles,10468
Vehicles Licensed for the First Time,2022 May,New Private Cars,7120
Vehicles Licensed for the First Time,2022 May,New Goods Vehicles,2212
Vehicles Licensed for the First Time,2022 May,New Tractors,288
Vehicles Licensed for the First Time,2022 May,New Motor Cycles,280
Vehicles Licensed for the First Time,2022 May,New Exempt Vehicles,410
Vehicles Licensed for the First Time,2022 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",158
Vehicles Licensed for the First Time,2022 May,Secondhand Vehicles,5908
Vehicles Licensed for the First Time,2022 May,Secondhand Private Cars,4023
Vehicles Licensed for the First Time,2022 May,Secondhand Goods Vehicles,709
Vehicles Licensed for the First Time,2022 May,Secondhand Tractors,247
Vehicles Licensed for the First Time,2022 May,Secondhand Other Vehicles,550
Vehicles Licensed for the First Time,2022 May,Secondhand Motor Cycles,379
Vehicles Licensed for the First Time,2022 June,All Vehicles,11744
Vehicles Licensed for the First Time,2022 June,New Vehicles,6092
Vehicles Licensed for the First Time,2022 June,New Private Cars,3774
Vehicles Licensed for the First Time,2022 June,New Goods Vehicles,1604
Vehicles Licensed for the First Time,2022 June,New Tractors,187
Vehicles Licensed for the First Time,2022 June,New Motor Cycles,202
Vehicles Licensed for the First Time,2022 June,New Exempt Vehicles,232
Vehicles Licensed for the First Time,2022 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",93
Vehicles Licensed for the First Time,2022 June,Secondhand Vehicles,5652
Vehicles Licensed for the First Time,2022 June,Secondhand Private Cars,3944
Vehicles Licensed for the First Time,2022 June,Secondhand Goods Vehicles,677
Vehicles Licensed for the First Time,2022 June,Secondhand Tractors,193
Vehicles Licensed for the First Time,2022 June,Secondhand Other Vehicles,526
Vehicles Licensed for the First Time,2022 June,Secondhand Motor Cycles,312
Vehicles Licensed for the First Time,2022 July,All Vehicles,24111
Vehicles Licensed for the First Time,2022 July,New Vehicles,18504
Vehicles Licensed for the First Time,2022 July,New Private Cars,15078
Vehicles Licensed for the First Time,2022 July,New Goods Vehicles,1800
Vehicles Licensed for the First Time,2022 July,New Tractors,254
Vehicles Licensed for the First Time,2022 July,New Motor Cycles,369
Vehicles Licensed for the First Time,2022 July,New Exempt Vehicles,832
Vehicles Licensed for the First Time,2022 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",171
Vehicles Licensed for the First Time,2022 July,Secondhand Vehicles,5607
Vehicles Licensed for the First Time,2022 July,Secondhand Private Cars,4118
Vehicles Licensed for the First Time,2022 July,Secondhand Goods Vehicles,600
Vehicles Licensed for the First Time,2022 July,Secondhand Tractors,184
Vehicles Licensed for the First Time,2022 July,Secondhand Other Vehicles,448
Vehicles Licensed for the First Time,2022 July,Secondhand Motor Cycles,257
Vehicles Licensed for the First Time,2022 August,All Vehicles,18236
Vehicles Licensed for the First Time,2022 August,New Vehicles,12258
Vehicles Licensed for the First Time,2022 August,New Private Cars,8942
Vehicles Licensed for the First Time,2022 August,New Goods Vehicles,2066
Vehicles Licensed for the First Time,2022 August,New Tractors,183
Vehicles Licensed for the First Time,2022 August,New Motor Cycles,308
Vehicles Licensed for the First Time,2022 August,New Exempt Vehicles,631
Vehicles Licensed for the First Time,2022 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",128
Vehicles Licensed for the First Time,2022 August,Secondhand Vehicles,5978
Vehicles Licensed for the First Time,2022 August,Secondhand Private Cars,4390
Vehicles Licensed for the First Time,2022 August,Secondhand Goods Vehicles,613
Vehicles Licensed for the First Time,2022 August,Secondhand Tractors,221
Vehicles Licensed for the First Time,2022 August,Secondhand Other Vehicles,491
Vehicles Licensed for the First Time,2022 August,Secondhand Motor Cycles,263
Vehicles Licensed for the First Time,2022 September,All Vehicles,16750
Vehicles Licensed for the First Time,2022 September,New Vehicles,10788
Vehicles Licensed for the First Time,2022 September,New Private Cars,7315
Vehicles Licensed for the First Time,2022 September,New Goods Vehicles,2450
Vehicles Licensed for the First Time,2022 September,New Tractors,186
Vehicles Licensed for the First Time,2022 September,New Motor Cycles,217
Vehicles Licensed for the First Time,2022 September,New Exempt Vehicles,507
Vehicles Licensed for the First Time,2022 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",113
Vehicles Licensed for the First Time,2022 September,Secondhand Vehicles,5962
Vehicles Licensed for the First Time,2022 September,Secondhand Private Cars,4378
Vehicles Licensed for the First Time,2022 September,Secondhand Goods Vehicles,669
Vehicles Licensed for the First Time,2022 September,Secondhand Tractors,157
Vehicles Licensed for the First Time,2022 September,Secondhand Other Vehicles,499
